skuid,descr,datedue,dateordered,qtyprinted,qtyordered,priority,notes,imps,printstack
SWP-B-BL,Stock,"2015-11-18 00:00:00","2015-11-11 00:00:00",50,50,20,,186,30
SRH-BL,Stock,"2015-11-18 00:00:00","2015-11-11 00:00:00",100,100,21,,63,40
SWP-PK-BL,Stock,"2015-11-18 00:00:00","2015-11-11 00:00:00",35,35,22,,216,25
SWP-P1-BL,Stock,"2015-11-18 00:00:00","2015-11-11 00:00:00",30,30,23,,222,12
PLS-BL,Stock,"2015-11-18 00:00:00","2015-11-11 00:00:00",50,50,24,,245,25
HBW-S,Palletize,"2015-11-16 00:00:00","2015-11-16 00:00:00",1386,1360,5,,248,18
FIX-1,Palletize,"2015-11-25 00:00:00","2015-11-17 00:00:00",1440,1440,7,,230,25
MPB-Flows,WTS,"2015-11-18 00:00:00","2015-11-18 00:00:00",150,100,1,,66,50
HBW-T,NULL,"2015-11-23 00:00:00","2015-11-18 00:00:00",175,175,2,,257,20
AFF-S,NULL,"2015-11-25 00:00:00","2015-11-19 00:00:00",2400,2352,8,,169,30
MHW-S,"Low Stock","2015-11-23 00:00:00","2015-11-20 00:00:00",20,20,3,,312,17
FIX-5,"Low Stock","2015-11-23 00:00:00","2015-11-20 00:00:00",25,25,4,,266,22
FIX-6,"Low Stock","2015-11-23 00:00:00","2015-11-20 00:00:00",25,25,5,,268,22
FIX-1-SB,WTS,"2015-11-23 00:00:00","2015-11-20 00:00:00",100,100,1,,128,40
TEE-S,"Low Stock","2015-11-25 00:00:00","2015-11-24 00:00:00",600,600,9,,148,35
"AHW-T (old)","Low Stock","2015-11-30 00:00:00","2015-11-24 00:00:00",175,175,10,,273,20
"TEE-T ","Low Stock","2015-11-30 00:00:00","2015-11-24 00:00:00",222,222,11,,103,50
WTW-T,"Low Stock","2015-11-30 00:00:00","2015-11-24 00:00:00",237,225,12,,139,30
WRP-T,"Low Stock","2015-12-01 00:00:00","2015-11-24 00:00:00",227,180,13,,192,30
WRP-S,"Low Stock","2015-12-01 00:00:00","2015-11-24 00:00:00",92,92,14,,242,25
"AHW-S (old)",Stock,"2015-12-02 00:00:00","2015-11-24 00:00:00",230,220,15,,300,18
BBW,Stock,"2015-12-02 00:00:00","2015-11-24 00:00:00",90,90,16,,132,40
BH-S,Stock,"2015-11-24 00:00:00","2015-11-24 00:00:00",72,69,17,,224,18
HBW-T,Palletize,"2015-12-04 00:00:00","2015-11-25 00:00:00",1152,1152,18,,257,20
FIX-3,Palletize,"2015-12-04 00:00:00","2015-11-25 00:00:00",1153,1152,19,,262,22
FIX-4,Palletize,"2015-12-04 00:00:00","2015-11-25 00:00:00",1152,1152,20,,264,22
FIX-5,"Palletize with FIX-6","2015-12-04 00:00:00","2015-11-25 00:00:00",587,576,21,,266,22
FIX-6,"Palletize with FIX-5","2015-12-04 00:00:00","2015-11-25 00:00:00",468,468,22,,268,22
BH-S,Palletize,"2015-12-29 00:00:00","2015-12-01 00:00:00",1062,1056,99,,224,18
FIX-1-SB,Palletize,"2015-12-18 00:00:00","2015-12-01 00:00:00",2160,2160,99,,128,40
FIX-2-SB,Palletize,"2015-12-29 00:00:00","2015-12-01 00:00:00",2194,2160,99,,130,35
FIX-2,Palletize,"2015-12-29 00:00:00","2015-12-01 00:00:00",1152,1152,99,,258,22
SICC-C-SB,"Low Stock","2015-12-04 00:00:00","2015-12-01 00:00:00",414,400,15,,188,30
FIX-3-SB,"Palletize with FIX-4 & 5 - SB","2015-12-18 00:00:00","2015-12-01 00:00:00",1082,1080,88,,130,40
FIX-4-SB,"Palletize with FIX-3 & 5 - SB","2015-12-18 00:00:00","2015-12-01 00:00:00",720,720,88,,128,45
FIX-5-SB,"Palletize with FIX-3 & 4 - SB","2015-12-18 00:00:00","2015-12-01 00:00:00",360,360,88,,132,35
RRR-S,"Palletize with WRP-S","2015-12-18 00:00:00","2015-12-01 00:00:00",740,720,77,,192,30
WRP-S,"Palletize with RRR","2015-12-18 00:00:00","2015-12-01 00:00:00",576,576,77,,242,25
SIMP-B,Palletize,"2015-12-29 00:00:00","2015-12-01 00:00:00",2800,2800,99,,107,45
SIGNIN-C,"Out of Stock","2015-12-03 00:00:00","2015-12-03 00:00:00",100,100,3,,1,100
MHW-S,"WTS - ASAP","2015-12-03 00:00:00","2015-12-03 00:00:00",123,100,1,,312,17
FIX-2-SB,"WTS - ASAP","2015-12-04 00:00:00","2015-12-03 00:00:00",100,100,1,,130,35
FN-S,"WTS - ASAP","2015-12-04 00:00:00","2015-12-04 00:00:00",50,50,1,,231,22
"PZ-A Blue Card","165 sheets - 4 up","2015-12-04 00:00:00","2015-12-04 00:00:00",165,165,5,,1,1
"PZ-B Blue Card","80 sheets - 4 up","2015-12-04 00:00:00","2015-12-04 00:00:00",80,80,6,,1,1
"PZ-C Blue Card","35 sheets - 4 up","2015-12-04 00:00:00","2015-12-04 00:00:00",35,35,7,,1,1
"SICC-A Blue Card","40 sheets - 4 up","2015-12-04 00:00:00","2015-12-04 00:00:00",40,40,8,,1,100
PMB,"Urgent - Need one for this afternoon","2015-12-04 00:00:00","2015-12-04 00:00:00",35,35,1,,89,50
TEE-S,Palletize,"2015-12-23 00:00:00","2015-12-16 00:00:00",1920,1920,5,,148,35
HBT-S,"WTS - ASAP","2015-12-17 00:00:00","2015-12-16 00:00:00",10,10,1,,259,10
LTW-SW1,WTS,"2015-12-21 00:00:00","2015-12-17 00:00:00",200,200,2,,154,35
LTW-TG1,WTS,"2015-12-21 00:00:00","2015-12-17 00:00:00",100,100,3,,362,15
GOP-S,NULL,"2015-12-17 00:00:00","2015-12-17 00:00:00",135,135,5,,1,1
GOP-T,"3rd Party Book","2015-12-17 00:00:00","2015-12-17 00:00:00",32,32,5,,1,1
PAL-WT,"WTS - ASAP","2015-12-17 00:00:00","2015-12-17 00:00:00",18,15,1,,206,25
PAL-WT,"Low Stock","2015-12-18 00:00:00","2015-12-17 00:00:00",50,50,5,,206,25
"SW2 Tabs",,"2015-12-22 00:00:00","2015-12-21 00:00:00",1036,1000,5,,12,104
PAL-RT,"Low Stock","2015-12-22 00:00:00","2015-12-22 00:00:00",50,50,1,,169,20
PAL-RG,"Low Stock","2015-12-22 00:00:00","2015-12-22 00:00:00",51,50,2,,198,17
EIS-PSO,WTS,"2016-01-06 00:00:00","2016-01-06 00:00:00",300,300,5,,18,10
FN-S,"WTS - ASAP","2016-01-07 00:00:00","2016-01-07 00:00:00",25,25,1,,231,22
SME-L1,"WTS - ASAP","2016-01-08 00:00:00","2016-01-08 00:00:00",50,50,1,,40,50
GAM-B,"Out of Stock","2016-01-11 00:00:00","2016-01-08 00:00:00",40,30,2,,121,20
PMB,"Out of Stock","2016-01-11 00:00:00","2016-01-08 00:00:00",50,15,3,,89,50
MHW-T,"CC Order#00133597","2016-01-25 00:00:00","2016-01-13 00:00:00",2630,2630,5,,285,20
FIX-4-SB,"Deliver to Shipping","2016-01-14 00:00:00","2016-01-13 00:00:00",120,120,1,,128,45
MHW-S,"CC Order #00133597","2016-01-25 00:00:00","2016-01-14 00:00:00",4310,4300,5,,312,17
PAL-WT,"Out of Stock","2016-01-15 00:00:00","2016-01-15 00:00:00",30,30,2,,206,25
PAL-WSB,"Out of Stock","2016-01-15 00:00:00","2016-01-15 00:00:00",40,30,1,,274,20
"TLC (old)","WTS - ASAP","2016-01-15 00:00:00","2016-01-15 00:00:00",30,10,1,,192,30
PAL-RSB1,"Low Stock","2016-01-18 00:00:00","2016-01-18 00:00:00",30,25,2,,103,30
PAL-RSB2,"Low Stock","2016-01-18 00:00:00","2016-01-18 00:00:00",60,33,2,,108,30
"PAL-RS Readers (pack","Low Stock","2016-01-18 00:00:00","2016-01-18 00:00:00",100,32,2,,60,100
CS-A,"Shipping Today","2016-01-21 00:00:00","2016-01-21 00:00:00",30,30,1,,345,15
"EIS-TB (old)","WTS - ASAP","2016-01-21 00:00:00","2016-01-21 00:00:00",20,5,1,,76,20
AUH-S,"Low Stock","2016-01-21 00:00:00","2016-01-21 00:00:00",32,30,2,,348,15
FMF-S,"WTS - ASAP","2016-01-26 00:00:00","2016-01-26 00:00:00",40,30,1,,280,20
MHW-T,"Heart of Dakota","2016-01-28 00:00:00","2016-01-26 00:00:00",160,160,6,,285,20
MHW-S,"Heart of Dakota","2016-01-28 00:00:00","2016-01-26 00:00:00",272,270,7,,312,17
DDD-B,"WTS - ASAP","2016-01-26 00:00:00","2016-01-26 00:00:00",50,50,2,,120,50
PW-HSEP-IL,WTS,"2016-01-27 00:00:00","2016-01-26 00:00:00",100,50,3,"Print on letterhead paper.",1,100
MP-IRON,"WTS - ASAP","2016-01-26 00:00:00","2016-01-26 00:00:00",30,15,4,,188,30
MHW-T,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",480,480,5,,285,20
MHW-S,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",492,480,6,"Shrink Wrap/Combos
Palletize",312,17
MHW-S,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",493,480,10,"Shrink Wrap/Combos
Palletize",312,17
MHW-T,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",480,480,11,"Shrink Wrap/Combos
Palletize",285,20
MHW-S,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",527,480,15,"Shrink Wrap/Combos
Palletize",312,17
MHW-T,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",480,480,16,"Shrink Wrap/Combos
Palletize",285,20
MHW-S,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",493,480,20,"Shrink Wrap/Combos
Palletize",312,17
MHW-T,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",480,480,21,"Shrink Wrap/Combos
Palletize",285,20
MHW-S,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",493,480,25,"Shrink Wrap/Combos
Palletize",312,17
MHW-T,"CC Order #00133602","2016-02-16 00:00:00","2016-01-27 00:00:00",480,480,26,"Shrink Wrap/Combos
Palletize",285,20
SRN-B,"Out of Stock","2016-01-28 00:00:00","2016-01-28 00:00:00",30,30,1,,126,35
SRN-B,"Palletize - 1/2","2016-02-01 00:00:00","2016-01-28 00:00:00",1155,1152,6,,126,35
FMF-S,"Palletize - 1/2","2016-02-01 00:00:00","2016-01-28 00:00:00",560,552,7,,280,20
GPP,"3rd Party Book","2016-03-01 00:00:00","2016-01-26 00:00:00",120,120,1000,,1,1
TWE,"3rd Party Book","2016-03-01 00:00:00","2016-01-26 00:00:00",320,320,1000,,1,1
AAS-BK,"3rd Party Book","2016-02-15 00:00:00","2016-02-01 00:00:00",375,375,1000,,1,1
AAS-S1,"3rd Party Book","2016-02-15 00:00:00","2016-02-01 00:00:00",400,400,1000,,1,1
"AAS-Teacher 1","3rd Party Book","2016-02-15 00:00:00","2016-02-01 00:00:00",320,320,1000,,1,1
AAS-S2,"3rd Party Book","2016-02-15 00:00:00","2016-02-01 00:00:00",115,115,1000,,1,1
"AAS-Teacher 2","3rd Party Book","2016-02-15 00:00:00","2016-02-01 00:00:00",85,85,1000,,1,1
AAS-S3,"3rd Party Book","2016-02-15 00:00:00","2016-02-01 00:00:00",85,85,1000,,1,1
"AAS-Teacher 3","3rd Party Book","2016-02-15 00:00:00","2016-02-01 00:00:00",70,70,1000,,1,1
"AAS Divider Cards","3rd Party Book","2016-02-15 00:00:00","2016-02-01 00:00:00",20,20,1000,,1,1
"AAS-Teacher 2","3rd Party Book","2016-02-03 00:00:00","2016-01-29 00:00:00",36,36,1000,,1,1
AAS-S2,"3rd Party Book","2016-02-03 00:00:00","2016-01-29 00:00:00",36,36,1000,,1,1
AUH-T,"WTS - ASAP","2016-02-02 00:00:00","2016-02-02 00:00:00",38,30,1,,317,18
PAL-WT,"Low Stock","2016-02-03 00:00:00","2016-02-02 00:00:00",200,200,5,,206,25
PAL-RT,"Low Stock","2016-02-03 00:00:00","2016-02-02 00:00:00",210,200,6,,169,20
PAL-RG,"Low Stock","2016-02-04 00:00:00","2016-02-02 00:00:00",153,140,6,,198,17
"EIS-TB e2p1","WTS - ASAP","2016-02-04 00:00:00","2016-02-04 00:00:00",160,150,1,,138,35
AUH-S,"Low Stock","2016-02-08 00:00:00","2016-02-05 00:00:00",120,120,10,,348,15
AUH-T,"Low Stock","2016-02-08 00:00:00","2016-02-05 00:00:00",100,100,15,,317,18
EIL-5,"Low Stock","2016-02-08 00:00:00","2016-02-05 00:00:00",75,75,20,,165,35
FIX-6-SB,"Low Stock","2016-02-09 00:00:00","2016-02-05 00:00:00",100,100,30,,132,35
GWN,"Low Stock","2016-02-09 00:00:00","2016-02-05 00:00:00",100,100,35,,149,40
WVD-B,"Low stock","2016-02-08 00:00:00","2016-02-08 00:00:00",150,150,45,,73,80
CS-B,"Low stock","2016-02-08 00:00:00","2016-02-08 00:00:00",30,30,40,,338,10
EBW,"Low stock","2016-02-08 00:00:00","2016-02-08 00:00:00",115,100,50,,130,35
"AHW-T (old)","Low stock","2016-02-08 00:00:00","2016-02-08 00:00:00",100,100,55,,273,20
SBC-B,"Low stock","2016-02-08 00:00:00","2016-02-08 00:00:00",50,50,60,,61,50
"TEE-T ","Low stock","2016-02-08 00:00:00","2016-02-08 00:00:00",100,100,70,,103,50
FMF-S,NULL,"2016-02-08 00:00:00","2016-02-08 00:00:00",200,200,75,,280,20
HWS,NULL,"2016-02-08 00:00:00","2016-02-08 00:00:00",150,150,80,,94,50
HWS,NULL,"2016-02-08 00:00:00","2016-02-08 00:00:00",150,150,80,,94,50
EIL-4,NULL,"2016-02-08 00:00:00","2016-02-08 00:00:00",75,75,85,,166,35
RBW,NULL,"2016-02-08 00:00:00","2016-02-08 00:00:00",50,50,90,,133,40
FIX-1,NULL,"2016-02-08 00:00:00","2016-02-08 00:00:00",500,500,95,,230,25
"SW2 Tabs",NULL,"2016-02-08 00:00:00","2016-02-08 00:00:00",1040,1000,4,,12,104
SICC-C-TB,"Low Stock","2016-02-09 00:00:00","2016-02-08 00:00:00",30,30,65,,174,30
FIX-2,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",500,500,100,,258,22
FIX-1-SB,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",500,500,105,,128,40
FIX-2-SB,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",530,500,110,,130,35
FIX-3,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",200,200,115,,262,22
FIX-3-SB,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",304,300,120,,130,40
FIX-5,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",100,100,125,,266,22
"AHW-S (old)",Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",300,300,130,,300,18
SRN-B,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",700,700,135,,126,35
TEE-S,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",150,150,140,,148,35
WRP-T,Stock,"2016-02-20 00:00:00","2016-02-08 00:00:00",100,100,145,,192,30
MHW-T,"CC Order #00133602","2016-02-08 00:00:00","2016-02-08 00:00:00",240,230,150,,285,20
MHW-S,Palletize,"2016-02-20 00:00:00","2016-02-08 00:00:00",1900,1900,155,"CC Order #00133602",312,17
FN1-T,"WTS - ASAP","2016-02-09 00:00:00","2016-02-09 00:00:00",100,100,1,,254,20
FN1-S,"WTS - ASAP","2016-02-09 00:00:00","2016-02-09 00:00:00",100,100,2,,254,22
RRW-H_v2,"WTS - ASAP","2016-02-09 00:00:00","2016-02-09 00:00:00",75,75,1,"Order #362373",3,150
RRW-H_v2,WTS,"2016-02-11 00:00:00","2016-02-10 00:00:00",100,100,4,"Order #363001",3,150
DTE-H,WTS,"2016-02-11 00:00:00","2016-02-10 00:00:00",75,75,5,"Order #363001",3,100
PW-SEP-IL,"WTS - ASAP","2016-02-10 00:00:00","2016-02-10 00:00:00",500,500,1,,1,500
"SSO 10 Off Sticker","WTS - ASAP","2016-02-10 00:00:00","2016-02-10 00:00:00",40,40,1,,1,40
EIL-1,"WTS - ASAP","2016-02-11 00:00:00","2016-02-10 00:00:00",69,69,6,"Order #363136",156,25
EIL-2,"WTS - ASAP","2016-02-11 00:00:00","2016-02-10 00:00:00",100,100,7,"Order #363136",158,35
FN1-S,"Low Stock","2016-02-12 00:00:00","2016-02-11 00:00:00",100,100,8,,254,22
FN1-T,"Low Stock","2016-02-12 00:00:00","2016-02-11 00:00:00",110,100,9,,254,20
FN-S,"WTS - ASAP","2016-02-11 00:00:00","2016-02-11 00:00:00",5,5,1,,231,22
PAL-RG,"Stock - Palletize","2016-02-19 00:00:00","2016-02-12 00:00:00",726,719,156,,198,17
PAL-WT,"Stock - Palletize","2016-02-19 00:00:00","2016-02-12 00:00:00",819,816,157,"1/2 pallet with PAL-RT",206,25
PAL-RT,"Stock - Palletize","2016-02-19 00:00:00","2016-02-12 00:00:00",536,528,158,"1/2 pallet with PAL-WT",169,20
FIX-1-SB,"Stock - Palletize","2016-02-23 00:00:00","2016-02-20 00:00:00",576,576,10,,128,40
WRP-TE,NULL,"2016-02-26 00:00:00","2016-02-20 00:00:00",50,50,21,"Book Covers are here.
Shipping needs these by Monday, Feb. 29.",108,50
"ASV Sample",NULL,"2016-02-26 00:00:00","2016-02-20 00:00:00",50,50,20,"Book Covers are here.
Shipping needs these by Monday, Feb. 29.",36,50
TJE-E,NULL,"2016-02-26 00:00:00","2016-02-20 00:00:00",50,50,25,"Book Covers are here.
Shipping needs these by Monday, Feb. 29.",34,50
MHW-T,"Box and Sticker for CC Order","2016-02-22 00:00:00","2016-02-22 00:00:00",230,230,5,,285,20
SIMP-A,NULL,"2016-02-26 00:00:00","2016-02-22 00:00:00",500,500,50,"Paper is here.",113,45
SIMP-B,NULL,"2016-02-26 00:00:00","2016-02-22 00:00:00",625,625,50,"Paper is here.",107,45
FIX-1-SB,Palletize,"2016-02-26 00:00:00","2016-02-22 00:00:00",576,576,12,,128,40
"SIM Tabs","Low Stock","2016-02-23 00:00:00","2016-02-23 00:00:00",1534,1524,2,"Please let Josh know when these are ready.",5,250
FIX-1,Stock,"2016-02-26 00:00:00","2016-02-23 00:00:00",125,100,16,,230,25
"AHW-S (old)",Palletize,"2016-02-26 00:00:00","2016-02-23 00:00:00",200,200,17,"Fill shelves then stack balance on existing pallet.",300,18
AFF-S,Palletize,"2016-02-26 00:00:00","2016-02-23 00:00:00",700,700,18,"Fill shelves then stack balance on existing pallet.",169,30
HBW-S,Palletize,"2016-02-26 00:00:00","2016-02-23 00:00:00",400,400,19,"Fill shelves then stack balance on existing pallet.",248,18
FN1-S,Stock,"2016-02-26 00:00:00","2016-02-23 00:00:00",130,100,14,,254,22
ACS-B,"Low Stock","2016-02-26 00:00:00","2016-02-23 00:00:00",50,50,26,,164,30
"EIS-TB (old)","Low Stock","2016-02-26 00:00:00","2016-02-23 00:00:00",100,100,27,,76,20
SICC-A-TB,"Low Stock","2016-02-26 00:00:00","2016-02-23 00:00:00",40,40,28,"Paper is here.",156,30
SICC-B-TB,"Low Stock","2016-02-26 00:00:00","2016-02-23 00:00:00",50,50,29,"Paper is here.",168,30
SICC-C-TB,"Low Stock","2016-02-26 00:00:00","2016-02-23 00:00:00",20,20,30,"Paper is here.",174,30
SW2-RC,"WTS - ASAP","2016-02-24 00:00:00","2016-02-24 00:00:00",10,10,1,"We need to ship one of these this afternoon.",240,10
"TLC ","WTS - ASAP","2016-02-26 00:00:00","2016-02-25 00:00:00",100,100,3,,121,22
WTW-S,Palletize,"2015-03-04 00:00:00","2016-02-26 00:00:00",2200,2200,26,"60 boxes for pallet and the rest for open stock.",198,30
EIL-1,"WTS - ASAP","2016-02-26 00:00:00","2016-02-26 00:00:00",4,4,1,,156,25
EIL-2,"WTS - ASAP","2016-02-26 00:00:00","2016-02-26 00:00:00",18,18,1,,158,35
"AHW-T (old)",Palletize,"2016-03-04 00:00:00","2016-02-29 00:00:00",864,864,51,"36 boxes of AHW-T
12 boxes of TEE-T",273,20
"TEE-T ",Palletize,"2016-03-04 00:00:00","2016-02-29 00:00:00",750,750,52,"36 boxes of AHW-T
12 boxes of TEE-T
78 TEE-T open stock",103,50
PAL-WSB,"WTS - ASAP","2016-02-29 00:00:00","2016-02-29 00:00:00",50,50,1,,274,20
RRR-TB,"Low Stock","2016-03-02 00:00:00","2016-03-01 00:00:00",70,70,6,,196,28
SQ-B,"Low Stock","2016-03-02 00:00:00","2016-03-01 00:00:00",100,100,7,,98,50
"PAL-RS Readers (pack","Low Stock","2016-03-02 00:00:00","2016-03-01 00:00:00",60,60,8,,60,100
PAL-RSB1,"Low Stock","2016-03-02 00:00:00","2016-03-01 00:00:00",60,60,9,,103,30
PAL-RSB2,"Low Stock","2016-03-02 00:00:00","2016-03-01 00:00:00",60,60,10,,108,30
AFF-TB,Stock,"2016-03-02 00:00:00","2016-03-01 00:00:00",75,75,11,,82,30
ABW-B,Stock,"2016-03-02 00:00:00","2016-03-01 00:00:00",60,60,12,,146,40
"SLA-B (old)",Stock,"2016-03-02 00:00:00","2016-03-01 00:00:00",75,75,13,,132,40
DDD-B,Stock,"2016-03-02 00:00:00","2016-03-01 00:00:00",56,50,14,,120,50
MHW-S,Palletize,"2016-03-04 00:00:00","2016-03-01 00:00:00",600,600,50,"14 boxes for existing CC pallet and the rest for open stock.",312,17
BH-TB,"Low Stock","2016-03-02 00:00:00","2016-03-01 00:00:00",100,100,5,,124,50
"Starting a Micro Bus","3rd Party Book","2016-03-11 00:00:00","2016-03-01 00:00:00",125,125,1000,,1,1
"Running a Micro Busi","3rd Party Book","2016-03-11 00:00:00","2016-03-01 00:00:00",125,125,1000,,1,1
"Money and Taxes in a","3rd Party Book","2016-03-11 00:00:00","2016-03-01 00:00:00",125,125,1000,,1,1
"Micro Business for T","3rd Party Book","2016-03-11 00:00:00","2016-03-01 00:00:00",125,125,1000,,1,1
RRM,"3rd Party Book","2016-03-11 00:00:00","2016-03-01 00:00:00",230,230,1000,,1,1
WSP-BL,"Low Stock","2016-03-02 00:00:00","2016-03-01 00:00:00",50,50,15,,301,20
MHW-T,Stock,"2016-03-04 00:00:00","2016-03-02 00:00:00",200,200,50,"Stock for shelves.",285,20
MPB-Flows,"WTS - ASAP","2016-03-03 00:00:00","2016-03-03 00:00:00",20,20,1,"Deliver to shipping.",66,50
"AAS-Teacher 3","3rd Party Book","2016-03-09 00:00:00","2016-03-03 00:00:00",30,30,1000,,1,1
AAS-S3,"3rd Party Book","2016-03-09 00:00:00","2016-03-03 00:00:00",30,30,1000,,1,1
HBW-S,Palletize,"2016-03-09 00:00:00","2016-03-07 00:00:00",900,900,52,"Stack on existing pallet.",248,18
WSP-BL,"Give to John for conventions","2016-03-08 00:00:00","2016-03-08 00:00:00",22,22,5,"NEED SPIRAL BOUND (not 3 hole punch)",301,20
"SW2 Tabs","Low Stock","2016-03-10 00:00:00","2016-03-08 00:00:00",1018,1000,5,"Need by EOD Thursday, 3/10.",12,104
MHW-T,"CC Order #00133630","2016-03-25 00:00:00","2016-03-08 00:00:00",2400,2400,10,"Palletize and shrink wrap with MHW-S.",285,20
MHW-S,"CC Order #00133630","2016-03-25 00:00:00","2016-03-08 00:00:00",2400,2400,11,"Palletize and shrink wrap with MHW-T.",312,17
MHW-S,Stock,"2016-03-25 00:00:00","2016-03-08 00:00:00",120,120,12,"Stock for shelves.",312,17
LTL-S,"WTS - ASAP","2016-03-09 00:00:00","2016-03-09 00:00:00",100,100,1,,87,50
LTL-T,"Low Stock","2016-03-09 00:00:00","2016-03-09 00:00:00",50,50,2,,97,30
PLS-P,"Low Stock","2016-03-10 00:00:00","2016-03-09 00:00:00",20,20,4,,167,35
LDP-T,"WTS - ASAP","2016-03-11 00:00:00","2016-03-10 00:00:00",200,200,5,"Open stock.",206,25
LDP-SB,"WTS - ASAP","2016-03-11 00:00:00","2016-03-10 00:00:00",100,100,6,"Open stock.",176,34
TWSS-PREM-CARD,"Codes starting with P2-xxxxxxxx","2016-03-11 00:00:00","2016-03-11 00:00:00",9739,9739,5,,1,10000
LDP-T,"WTS - ASAP","2016-03-15 00:00:00","2016-03-15 00:00:00",550,550,1,,206,25
"AAS-Teacher 2","3rd Party Book","2016-03-21 00:00:00","2016-03-17 00:00:00",72,72,1000,,1,1
AAS-S2,"3rd Party Book","2016-03-21 00:00:00","2016-03-17 00:00:00",90,90,1000,,1,1
"AAS-Teacher 3","3rd Party Book","2016-03-21 00:00:00","2016-03-17 00:00:00",30,30,1000,,1,1
AAS-S3,"3rd Party Book","2016-03-21 00:00:00","2016-03-17 00:00:00",30,30,1000,,1,1
"SW2 Tabs",NULL,"2016-03-24 00:00:00","2016-03-18 00:00:00",416,400,15,"Make four cases worth.",12,104
"SIM Tabs",NULL,"2016-03-24 00:00:00","2016-03-18 00:00:00",1000,1000,16,,5,250
CS-C-RC,"WTS - ASAP","2016-03-21 00:00:00","2016-03-18 00:00:00",10,10,3,,376,15
"EIS-TB e2p1","Low Stock","2016-03-22 00:00:00","2016-03-18 00:00:00",500,500,6,"Yields 1000 books.",138,35
LTW-SW1,"WTS - ASAP","2016-03-22 00:00:00","2016-03-18 00:00:00",280,200,4,"Order #367456",154,35
LTW-TG1,"WTS - ASAP","2016-03-22 00:00:00","2016-03-18 00:00:00",200,200,5,"Order #367456",362,15
FN1-T,"WTS - ASAP","2016-03-21 00:00:00","2016-03-21 00:00:00",100,100,2,,254,20
MHW-S,"CC Order #00133630","2016-04-15 00:00:00","2016-03-21 00:00:00",1904,1900,8,Palletize,312,17
"TLC ","WTS - ASAP","2016-03-22 00:00:00","2016-03-22 00:00:00",100,100,4,"Open stock.",121,22
GAM-B,"WTS - ASAP","2016-03-23 00:00:00","2016-03-23 00:00:00",30,30,5,,121,20
MFI-A-TB,"Low Stock","2016-03-24 00:00:00","2016-03-23 00:00:00",30,30,6,,254,20
LDP-SB,"WTS - ASAP","2016-03-31 00:00:00","2016-03-23 00:00:00",150,150,1,,176,34
FIX-1,Stock,"2016-03-30 00:00:00","2016-03-23 00:00:00",830,830,17,"Open stock for shelves. Box and stack remaining stock on existing pallet.",230,25
SBC-B,Stock,"2016-03-30 00:00:00","2016-03-23 00:00:00",50,50,18,"Open stock",61,50
AUH-T,Stock,"2016-03-30 00:00:00","2016-03-23 00:00:00",40,40,19,"Open stock",317,18
AUH-S,Stock,"2016-03-30 00:00:00","2016-03-23 00:00:00",50,50,20,"Open stock",348,15
FIX-2,Stock,"2016-03-30 00:00:00","2016-03-23 00:00:00",525,525,21,"Open stock for shelves. Box and stack remaining stock on existing pallet.",258,22
FN1-S,"Low Stock","2016-04-19 00:00:00","2016-03-23 00:00:00",125,125,2,"Open stock",254,22
WVD-B,"WTS - ASAP","2016-04-26 00:00:00","2016-03-23 00:00:00",100,100,1,,73,80
HWS,"WTS - ASAP","2016-05-04 00:00:00","2016-03-23 00:00:00",100,100,1,"Veritas and Open Stock",94,50
HWS,"WTS - ASAP","2016-05-04 00:00:00","2016-03-23 00:00:00",100,100,1,"Veritas and Open Stock",94,50
FIX-1-SB,Stock,"2016-05-12 00:00:00","2016-03-23 00:00:00",350,350,100,"Open stock for shelves. Box and stack remaining stock on existing pallet.",128,40
WTW-T,Stock,"2016-05-11 00:00:00","2016-03-23 00:00:00",100,100,82,"Open stock",139,30
LTW-SW1,"WTS - ASAP","2016-04-04 00:00:00","2016-03-31 00:00:00",170,170,2,"Order 368729",154,35
LTW-TG1,"WTS - ASAP","2016-04-04 00:00:00","2016-03-31 00:00:00",250,250,3,"Order 368729",362,15
PAL-WSB,"WTS - ASAP","2016-04-05 00:00:00","2016-04-05 00:00:00",75,75,1,,274,20
